gene,n_total,n_positive,n_negative,min_class_count,passes_thresholds,review_status_examples
GCLC,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
GINS1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GNB3,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
H4C9,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
HBA1;LOC106804613,3,1,2,1,False,"criteria provided, single submitter"
HDAC3,3,2,1,1,False,"criteria provided, single submitter"
HEY2,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HNRNPUL2,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
HOXD10,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
HPCA,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
IGF1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
INTS6,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ISLR2,3,1,2,1,False,"criteria provided, single submitter"
IVNS1ABP,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
JKAMP,3,2,1,1,False,"criteria provided, single submitter"
KCNJ6,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KIF3B,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
L3MBTL2,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LIMS2,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LMAN2L,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
LRFN1,3,1,2,1,False,"criteria provided, single submitter"
LRRC23,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
LSM11,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
LYSET,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
MAP3K11,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
MDH1,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
MICOS13,3,2,1,1,False,"criteria provided, single submitter"
MID2,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MLLT1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MRM2,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
MRPL39,3,2,1,1,False,"criteria provided, single submitter"
MRPS14,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NAPEPLD,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
NUF2,3,1,2,1,False,"criteria provided, single submitter"
OTUD7A,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PDE6G,3,1,2,1,False,"criteria provided, single submitter"
PDHA2,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
PET117,3,1,2,1,False,"criteria provided, single submitter"
PID1,3,1,2,1,False,no assertion criteria provided
PIP5K1B,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
PLCG1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
POU3F2,3,1,2,1,False,"criteria provided, single submitter"
PRPF6,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
PSENEN,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
PSMB1,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
PSMD11,3,2,1,1,False,"criteria provided, single submitter"
PTPMT1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RBBP5,3,2,1,1,False,"criteria provided, single submitter"
RICTOR,3,1,2,1,False,"criteria provided, single submitter"
RPL35,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
RRM1,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SARS1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SCFD2,3,1,2,1,False,"criteria provided, single submitter"
SCN3B,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
SEC23A,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SIM2,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
SLC41A1,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
SLITRK3,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
SNRPA,3,2,1,1,False,"criteria provided, single submitter"
SPARC,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
SPTLC3,3,1,2,1,False,"criteria provided, single submitter"
STT3B,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
STXBP3,3,1,2,1,False,"criteria provided, single submitter"
TAF8,3,1,2,1,False,"criteria provided, single submitter"
TDRKH,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
TEAD1,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TLCD3B,3,1,2,1,False,"criteria provided, single submitter"
TMEM98,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
TRAPPC14,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
TRIM2,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TRMT61A,3,1,2,1,False,"criteria provided, single submitter"
TSPAN7,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
TTC1,3,1,2,1,False,"criteria provided, single submitter"
UFC1,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
UFM1,3,2,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
UNC119,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
USP48,3,1,2,1,False,"criteria provided, single submitter | no assertion criteria provided"
WBP2,3,1,2,1,False,"criteria provided, single submitter"
WDR47,3,2,1,1,False,"criteria provided, single submitter"
WFDC2,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
WSB2,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
YIF1B,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
ZDHHC15,3,1,2,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
ZFP30,3,1,2,1,False,"criteria provided, single submitter"
ZSWIM7,3,2,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
ARL14EP,2,1,1,1,False,"criteria provided, single submitter"
ATP5F1B,2,1,1,1,False,"criteria provided, single submitter"
ATP5F1E,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
ATP6V1C2,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
ATP8A1,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
B3GALT1,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
BPNT1,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CACNB4,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CADM3,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CALHM1,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CAPN6,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
CCDC134,2,1,1,1,False,"criteria provided, single submitter"
CDC40,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CDK16,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CDK6,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
CDK9,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
CERS1,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CINP,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CLDN2,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
COA5,2,1,1,1,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
CPSF3,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CSTF2,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CT55,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
CUL2,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
DCAF8,2,1,1,1,False,"criteria provided, single submitter"
DDX25,2,1,1,1,False,"criteria provided, single submitter | no assertion criteria provided"
